32	334OLeOs	72	1	6.09999990463257	sunleyj@parliament.uk	2022-07-25 13:55:08 +00:00
33	7nkMqvxr	74	1	10.1000003814697	sunleyj@parliament.uk	2022-07-25 13:55:23 +00:00
34	LLS7qBE5	75	1	10.1000003814697	sunleyj@parliament.uk	2022-07-25 13:55:31 +00:00
35	j8R1GRpf	78	1	23	sunleyj@parliament.uk	2022-07-25 13:55:40 +00:00
36	op6giOHR	79	1	4.09999990463257	sunleyj@parliament.uk	2022-07-25 13:55:56 +00:00
37	xQ1tmsYU	84	1	6.09999990463257	sunleyj@parliament.uk	2022-07-25 13:56:11 +00:00
38	6bUW9JFF	86	1	29	sunleyj@parliament.uk	2022-07-25 13:56:20 +00:00
39	m23GCeaj	92	1	4.09999990463257	sunleyj@parliament.uk	2022-07-25 13:56:29 +00:00
40	CV4FH1lW	94	1	10.1000003814697	sunleyj@parliament.uk	2022-07-25 13:56:36 +00:00
41	mOFssQY6	96	1	16	sunleyj@parliament.uk	2022-07-25 13:56:42 +00:00
42	svwNMROq	100	1	15	sunleyj@parliament.uk	2022-07-25 13:56:53 +00:00
43	RZGrbmgn	105	1	12	sunleyj@parliament.uk	2022-07-25 13:56:59 +00:00
44	MKdeXJpI	110	1	30	sunleyj@parliament.uk	2022-07-25 13:57:08 +00:00
45	8EzhHF7F	111	1	30	sunleyj@parliament.uk	2022-07-25 13:57:15 +00:00
46	An7uaTYj	143	1	6.09999990463257	sunleyj@parliament.uk	2022-07-25 13:57:23 +00:00
47	UVd2eoGs	188	1	20	sunleyj@parliament.uk	2022-07-25 13:57:35 +00:00
48	nKBCrGLQ	200	1	3.09999990463257	sunleyj@parliament.uk	2022-07-25 13:57:41 +00:00
49	FudQSHsB	201	1	3.09999990463257	sunleyj@parliament.uk	2022-07-25 13:57:47 +00:00
50	xHaIWSXJ	213	1	14	sunleyj@parliament.uk	2022-07-25 13:57:58 +00:00
51	ZK6f9Q0u	214	1	22	sunleyj@parliament.uk	2022-07-25 13:58:28 +00:00
52	FFYlEBfY	215	1	20	sunleyj@parliament.uk	2022-07-25 13:58:35 +00:00
53	X2uWKH3O	230	1	27	sunleyj@parliament.uk	2022-07-25 13:58:43 +00:00
54	JmGVw6oO	231	1	28	sunleyj@parliament.uk	2022-07-25 13:58:48 +00:00
55	DkUhIY6y	232	1	26	sunleyj@parliament.uk	2022-07-25 13:58:55 +00:00
56	mAJGkSGx	233	1	1	sunleyj@parliament.uk	2022-07-25 13:59:02 +00:00
57	QjEhMHhm	234	1	3.20000004768372	sunleyj@parliament.uk	2022-07-25 13:59:12 +00:00
58	N5iAihVe	235	1	3.20000004768372	sunleyj@parliament.uk	2022-07-25 13:59:17 +00:00
59	I4XeIlY8	236	1	1	sunleyj@parliament.uk	2022-07-25 13:59:26 +00:00
60	y04Kpxig	238	1	3	sunleyj@parliament.uk	2022-07-25 13:59:35 +00:00
61	7zlX4ZNG	239	1	1	sunleyj@parliament.uk	2022-07-25 13:59:55 +00:00
62	js6OufZe	240	1	2	sunleyj@parliament.uk	2022-07-25 14:00:14 +00:00
63	A8MZMMRv	242	1	25	sunleyj@parliament.uk	2022-07-25 14:00:25 +00:00
64	rkSKJeNN	243	1	24	sunleyj@parliament.uk	2022-07-25 14:00:33 +00:00
65	smxN69O7	244	1	17.1000003814697	sunleyj@parliament.uk	2022-07-25 14:00:43 +00:00
66	2Vscf5A8	251	1	17	sunleyj@parliament.uk	2022-07-25 14:00:52 +00:00
67	hkYyBOfX	252	1	17.1000003814697	sunleyj@parliament.uk	2022-07-25 14:01:02 +00:00
68	XT1sQiEZ	979	1	5	sunleyj@parliament.uk	2022-07-25 14:01:13 +00:00
69	GGxALi7x	1135	1	14	sunleyj@parliament.uk	2022-07-25 14:01:30 +00:00
70	0NnE80af	1136	1	14	sunleyj@parliament.uk	2022-07-25 14:01:38 +00:00
71	vxp4Mo8b	1139	1	22	sunleyj@parliament.uk	2022-07-25 14:01:46 +00:00
72	mG9PoZgF	1140	1	22	sunleyj@parliament.uk	2022-07-25 14:01:54 +00:00
73	G8aU1R5c	1142	1	20	sunleyj@parliament.uk	2022-07-25 14:02:02 +00:00
74	43gy3uRn	224	1	6.19999980926514	sunleyj@parliament.uk	2022-07-25 15:23:26 +00:00
75	tYcxEUGQ	1281	1	3.29999995231628	sunleyj@parliament.uk	2022-07-25 15:23:39 +00:00
76	ehcwZEHX	1282	1	1	sunleyj@parliament.uk	2022-07-25 15:23:47 +00:00
77	nrrpusFR	1322	1	3.29999995231628	sunleyj@parliament.uk	2022-07-25 15:23:55 +00:00
78	0taTirxL	1508	1	9	sunleyj@parliament.uk	2022-07-25 15:27:47 +00:00
79	HXsNf1DD	1509	1	18	sunleyj@parliament.uk	2022-07-25 15:27:53 +00:00
80	ui0D8lRS	1510	1	18	sunleyj@parliament.uk	2022-07-25 15:27:59 +00:00
81	HkDQdCrU	1511	1	18	sunleyj@parliament.uk	2022-07-25 15:28:06 +00:00
82	PGb7XY7K	1512	1	18	sunleyj@parliament.uk	2022-07-25 15:28:11 +00:00
83	7ZLFbG0h	1513	1	18	sunleyj@parliament.uk	2022-07-25 15:28:18 +00:00
84	ALiSfWyR	1514	1	19	sunleyj@parliament.uk	2022-07-25 15:28:23 +00:00
85	sZrnphFl	1515	1	19	sunleyj@parliament.uk	2022-07-25 15:28:27 +00:00
86	E0dpN5sX	2	5	21	sunleyj@parliament.uk	2022-07-25 15:33:17 +00:00
87	53KfUe8s	3	5	7	sunleyj@parliament.uk	2022-07-25 15:33:24 +00:00
88	7H68oGRt	4	5	3	sunleyj@parliament.uk	2022-07-25 15:33:29 +00:00
89	O7TdsdQq	5	5	18	sunleyj@parliament.uk	2022-07-25 15:33:35 +00:00
90	kRS2CeYh	7	5	25	sunleyj@parliament.uk	2022-07-25 15:33:42 +00:00
91	Qyikr78v	8	5	4	sunleyj@parliament.uk	2022-07-25 15:33:48 +00:00
92	Zc0XHfQa	9	5	33	sunleyj@parliament.uk	2022-07-25 15:33:57 +00:00
93	LXVFmmLG	10	5	4	sunleyj@parliament.uk	2022-07-25 15:34:04 +00:00
94	vsg7InOU	12	5	3	sunleyj@parliament.uk	2022-07-25 15:34:09 +00:00
95	DFc1uLlf	14	5	1	sunleyj@parliament.uk	2022-07-25 15:34:14 +00:00
96	GuWFGgtb	15	5	32	sunleyj@parliament.uk	2022-07-25 15:34:23 +00:00
97	OxJg8MuU	19	5	6	sunleyj@parliament.uk	2022-07-25 15:34:28 +00:00
98	tfiaBI5W	20	5	25	sunleyj@parliament.uk	2022-07-25 15:34:34 +00:00
99	Rc6eUKiE	21	5	21	sunleyj@parliament.uk	2022-07-25 15:34:41 +00:00
100	bygwvg85	23	5	11	sunleyj@parliament.uk	2022-07-25 15:34:52 +00:00
101	V62mLwnZ	24	5	9	sunleyj@parliament.uk	2022-07-25 15:34:56 +00:00
102	zoZOntHL	34	5	10	sunleyj@parliament.uk	2022-07-25 15:35:02 +00:00
103	rv6pCQkt	38	5	11	sunleyj@parliament.uk	2022-07-25 15:35:08 +00:00
104	liwBMuU5	41	5	24	sunleyj@parliament.uk	2022-07-25 15:35:17 +00:00
105	6e7cMI08	45	5	23	sunleyj@parliament.uk	2022-07-25 15:35:24 +00:00
106	YyvgmbEM	46	5	22	sunleyj@parliament.uk	2022-07-25 15:35:36 +00:00
107	PGLP4UpF	48	5	24	sunleyj@parliament.uk	2022-07-25 15:35:44 +00:00
108	bDkotuOR	54	5	23	sunleyj@parliament.uk	2022-07-25 15:35:55 +00:00
109	L8zEA2Sp	56	5	14	sunleyj@parliament.uk	2022-07-25 15:36:04 +00:00
110	eph5IT9Q	57	5	8	sunleyj@parliament.uk	2022-07-25 15:36:11 +00:00
111	vitOC4Dx	58	5	12	sunleyj@parliament.uk	2022-07-25 15:36:19 +00:00
112	ox2IjwpO	59	5	19	sunleyj@parliament.uk	2022-07-25 15:36:25 +00:00
113	jAj3Pptj	63	5	12	sunleyj@parliament.uk	2022-07-25 15:36:31 +00:00
114	biyGBDS2	64	5	28	sunleyj@parliament.uk	2022-07-25 15:36:36 +00:00
115	DufOHJSt	68	5	10.1000003814697	sunleyj@parliament.uk	2022-07-25 15:36:43 +00:00
116	g0TSGuIb	69	5	4.09999990463257	sunleyj@parliament.uk	2022-07-25 15:36:49 +00:00
117	mdJZMYcX	70	5	4.09999990463257	sunleyj@parliament.uk	2022-07-25 15:36:54 +00:00
118	XGOEJP74	72	5	6.09999990463257	sunleyj@parliament.uk	2022-07-25 15:37:00 +00:00
119	UT2MyfvB	74	5	10.1000003814697	sunleyj@parliament.uk	2022-07-25 15:37:06 +00:00
120	9nGz9PbB	75	5	10.1000003814697	sunleyj@parliament.uk	2022-07-25 15:37:12 +00:00
121	RpMSJ8t2	77	5	15	sunleyj@parliament.uk	2022-07-25 15:37:19 +00:00
122	67fJwJbY	79	5	4.09999990463257	sunleyj@parliament.uk	2022-07-25 15:37:26 +00:00
123	VOy0iYmi	83	5	15	sunleyj@parliament.uk	2022-07-25 15:37:32 +00:00
124	GAadcnTw	84	5	6.09999990463257	sunleyj@parliament.uk	2022-07-25 15:37:38 +00:00
125	qWOSZuCq	85	5	30	sunleyj@parliament.uk	2022-07-25 15:37:45 +00:00
126	Sfbax6a3	88	5	22	sunleyj@parliament.uk	2022-07-25 15:37:55 +00:00
127	U9eCMavu	89	5	14	sunleyj@parliament.uk	2022-07-25 15:38:02 +00:00
128	ot0AgQoK	90	5	17	sunleyj@parliament.uk	2022-07-25 15:38:10 +00:00
129	dLfZTobG	91	5	30	sunleyj@parliament.uk	2022-07-25 15:38:16 +00:00
130	x6YOXS6P	92	5	4.09999990463257	sunleyj@parliament.uk	2022-07-25 15:38:22 +00:00
131	ozSu9Zku	94	5	10.1000003814697	sunleyj@parliament.uk	2022-07-25 15:38:28 +00:00
132	18fxPPfT	95	5	17	sunleyj@parliament.uk	2022-07-25 15:38:35 +00:00
133	hErKEgxg	106	5	29	sunleyj@parliament.uk	2022-07-25 15:38:41 +00:00
134	DnMkQ91X	107	5	29	sunleyj@parliament.uk	2022-07-25 15:38:47 +00:00
135	ZwubHgjw	110	5	31	sunleyj@parliament.uk	2022-07-25 15:38:53 +00:00
136	zLdr99fO	111	5	31	sunleyj@parliament.uk	2022-07-25 15:38:58 +00:00
137	eZAUuxFV	143	5	6.09999990463257	sunleyj@parliament.uk	2022-07-25 15:39:05 +00:00
138	N14Ds8TI	182	5	12	sunleyj@parliament.uk	2022-07-25 15:39:10 +00:00
139	TOedfNFu	183	5	15	sunleyj@parliament.uk	2022-07-25 15:39:17 +00:00
140	xwHYRWGt	184	5	22	sunleyj@parliament.uk	2022-07-25 15:39:25 +00:00
141	8bcn9nP8	185	5	24	sunleyj@parliament.uk	2022-07-25 15:39:33 +00:00
142	HhVDareY	194	5	20	sunleyj@parliament.uk	2022-07-25 15:39:37 +00:00
143	rihaAtGo	195	5	26	sunleyj@parliament.uk	2022-07-25 15:39:44 +00:00
144	ouYCnpgR	199	5	13	sunleyj@parliament.uk	2022-07-25 15:39:52 +00:00
145	MDVcUk5s	204	5	15	sunleyj@parliament.uk	2022-07-25 15:39:59 +00:00
146	v08GKVI1	205	5	12	sunleyj@parliament.uk	2022-07-25 15:40:06 +00:00
147	fWnVYAZc	207	5	26	sunleyj@parliament.uk	2022-07-25 15:40:12 +00:00
148	uVc6uTZv	208	5	24	sunleyj@parliament.uk	2022-07-25 15:40:20 +00:00
149	PssixGYq	209	5	16	sunleyj@parliament.uk	2022-07-25 15:40:26 +00:00
150	DWPhSWQq	210	5	22	sunleyj@parliament.uk	2022-07-25 15:40:34 +00:00
151	IvuW5810	224	5	6.19999980926514	sunleyj@parliament.uk	2022-07-25 15:40:41 +00:00
152	rvXTkuM8	233	5	1	sunleyj@parliament.uk	2022-07-25 15:40:47 +00:00
153	NgaBHp7m	234	5	2	sunleyj@parliament.uk	2022-07-25 15:40:53 +00:00
154	N69KSZRS	235	5	2	sunleyj@parliament.uk	2022-07-25 15:40:58 +00:00
155	WTxGy9px	979	5	5	sunleyj@parliament.uk	2022-07-25 15:41:03 +00:00
156	Ki35c08R	1094	5	15	sunleyj@parliament.uk	2022-07-25 15:41:08 +00:00
157	4HQYCOpU	1104	5	24	sunleyj@parliament.uk	2022-07-25 15:41:14 +00:00
158	fkXRXIJa	1112	5	26	sunleyj@parliament.uk	2022-07-25 15:41:21 +00:00
159	iKW9mmJh	1113	5	26	sunleyj@parliament.uk	2022-07-25 15:41:28 +00:00
160	DVIy63zE	1115	5	26	sunleyj@parliament.uk	2022-07-25 15:41:33 +00:00
161	9fWCXfjs	1118	5	27	sunleyj@parliament.uk	2022-07-25 15:41:39 +00:00
162	ZoQZiY35	1119	5	27	sunleyj@parliament.uk	2022-07-25 15:41:46 +00:00
163	npFkOG17	1125	5	12	sunleyj@parliament.uk	2022-07-25 15:41:52 +00:00
164	sMukk6xM	1128	5	22	sunleyj@parliament.uk	2022-07-25 15:42:00 +00:00
165	DIpRx40S	1281	5	2	sunleyj@parliament.uk	2022-07-25 15:42:05 +00:00
166	YbZHDHFX	1282	5	1	sunleyj@parliament.uk	2022-07-25 15:42:11 +00:00
167	WmJvtVxo	1322	5	2	sunleyj@parliament.uk	2022-07-25 15:42:15 +00:00
168	cAnsT0hH	2	6	31	sunleyj@parliament.uk	2022-07-26 08:41:05 +00:00
169	o9MwAoEA	4	6	2	sunleyj@parliament.uk	2022-07-26 08:41:09 +00:00
170	k4q698jj	12	6	2	sunleyj@parliament.uk	2022-07-26 08:41:45 +00:00
171	lF1ovOl2	19	6	12	sunleyj@parliament.uk	2022-07-26 08:41:52 +00:00
172	QuPsi1Hd	21	6	30	sunleyj@parliament.uk	2022-07-26 08:42:01 +00:00
173	xUbO25vj	23	6	19	sunleyj@parliament.uk	2022-07-26 08:42:08 +00:00
174	VgoXpJAw	24	6	18	sunleyj@parliament.uk	2022-07-26 08:42:24 +00:00
175	1S3967yK	38	6	19	sunleyj@parliament.uk	2022-07-26 08:42:54 +00:00
176	OQoS3Xoa	72	6	12.1000003814697	sunleyj@parliament.uk	2022-07-26 08:43:44 +00:00
177	rlEGbW5z	84	6	12.1000003814697	sunleyj@parliament.uk	2022-07-26 08:43:52 +00:00
178	AKmlW6yz	116	6	23	sunleyj@parliament.uk	2022-07-26 08:44:20 +00:00
179	Zsyszkma	117	6	38	sunleyj@parliament.uk	2022-07-26 08:44:30 +00:00
180	VSUyocBa	118	6	3	sunleyj@parliament.uk	2022-07-26 08:44:39 +00:00
181	zR6XVMxW	119	6	3	sunleyj@parliament.uk	2022-07-26 08:44:43 +00:00
182	3wWDpanQ	120	6	40	sunleyj@parliament.uk	2022-07-26 08:45:03 +00:00
183	AqSNT7Da	121	6	40	sunleyj@parliament.uk	2022-07-26 08:46:07 +00:00
184	F0diTRPg	122	6	14	sunleyj@parliament.uk	2022-07-26 08:46:17 +00:00
185	3fAoij9r	123	6	14	sunleyj@parliament.uk	2022-07-26 08:46:24 +00:00
186	h0pEVUFt	125	6	42	sunleyj@parliament.uk	2022-07-26 08:46:33 +00:00
187	ZJE7sL5r	127	6	42	sunleyj@parliament.uk	2022-07-26 08:46:42 +00:00
188	VoXgSueR	128	6	25	sunleyj@parliament.uk	2022-07-26 08:46:53 +00:00
189	6O7rAHU9	129	6	39	sunleyj@parliament.uk	2022-07-26 08:48:49 +00:00
190	d8FPsR7V	130	6	25	sunleyj@parliament.uk	2022-07-26 08:48:59 +00:00
191	jMiwlkSF	131	6	39	sunleyj@parliament.uk	2022-07-26 08:49:31 +00:00
192	hlj1NHPU	132	6	17	sunleyj@parliament.uk	2022-07-26 08:49:40 +00:00
193	7VOItRvs	133	6	29	sunleyj@parliament.uk	2022-07-26 08:49:47 +00:00
194	tJUKifU2	134	6	23	sunleyj@parliament.uk	2022-07-26 08:49:55 +00:00
195	myt7bFr9	135	6	38	sunleyj@parliament.uk	2022-07-26 08:50:02 +00:00
196	Qwi8mvHo	136	6	1	sunleyj@parliament.uk	2022-07-26 08:50:09 +00:00
197	NLY2htdi	138	6	4	sunleyj@parliament.uk	2022-07-26 08:50:17 +00:00
198	4IBjCdQ4	139	6	4	sunleyj@parliament.uk	2022-07-26 08:50:25 +00:00
199	25ErZLez	141	6	43	sunleyj@parliament.uk	2022-07-26 08:50:33 +00:00
200	NGNytSd2	142	6	43	sunleyj@parliament.uk	2022-07-26 08:50:39 +00:00
201	UzSvSk7v	143	6	12.1000003814697	sunleyj@parliament.uk	2022-07-26 08:50:46 +00:00
202	oJTgEyP2	144	6	8.10000038146973	sunleyj@parliament.uk	2022-07-26 08:50:53 +00:00
203	aKZO7rXg	145	6	8.19999980926514	sunleyj@parliament.uk	2022-07-26 08:51:01 +00:00
204	h9Zy7lif	146	6	8.19999980926514	sunleyj@parliament.uk	2022-07-26 08:51:08 +00:00
205	UnfM9VL7	148	6	15	sunleyj@parliament.uk	2022-07-26 08:51:17 +00:00
206	UWSC0IGD	150	6	26	sunleyj@parliament.uk	2022-07-26 08:56:52 +00:00
207	YtirJkXH	151	6	12.3000001907349	sunleyj@parliament.uk	2022-07-26 08:57:00 +00:00
208	fFNuxG2K	152	6	12.8999996185303	sunleyj@parliament.uk	2022-07-26 08:57:08 +00:00
209	7MOLPQog	153	6	12.8999996185303	sunleyj@parliament.uk	2022-07-26 08:57:21 +00:00
210	ilSyUfFB	154	6	12.8999996185303	sunleyj@parliament.uk	2022-07-26 08:57:45 +00:00
211	gPrUuOOI	155	6	12.8999996185303	sunleyj@parliament.uk	2022-07-26 08:57:49 +00:00
212	NhXo2tGP	156	6	12.8999996185303	sunleyj@parliament.uk	2022-07-26 08:57:55 +00:00
213	ifQNqypF	157	6	12.8999996185303	sunleyj@parliament.uk	2022-07-26 08:58:03 +00:00
214	mT16GYy2	158	6	12.1099996566772	sunleyj@parliament.uk	2022-07-26 08:58:08 +00:00
215	5YoWXf4B	159	6	12.1099996566772	sunleyj@parliament.uk	2022-07-26 08:58:14 +00:00
216	CveYmVdO	161	6	27	sunleyj@parliament.uk	2022-07-26 08:58:20 +00:00
217	nVD9E7W1	162	6	34	sunleyj@parliament.uk	2022-07-26 08:58:26 +00:00
218	1GpHz3jh	167	6	33	sunleyj@parliament.uk	2022-07-26 08:58:33 +00:00
219	fVHoSkPD	168	6	33	sunleyj@parliament.uk	2022-07-26 08:58:40 +00:00
220	Yw6QWlgd	169	6	32	sunleyj@parliament.uk	2022-07-26 08:58:46 +00:00
221	NFa6K2pC	173	6	28	sunleyj@parliament.uk	2022-07-26 08:58:52 +00:00
222	SIhATj76	174	6	32	sunleyj@parliament.uk	2022-07-26 08:58:58 +00:00
223	I8Y7uOEZ	178	6	36	sunleyj@parliament.uk	2022-07-26 08:59:04 +00:00
224	7r9OlTom	179	6	36	sunleyj@parliament.uk	2022-07-26 08:59:11 +00:00
225	Dn51JX2b	180	6	37	sunleyj@parliament.uk	2022-07-26 08:59:16 +00:00
226	ksEofYC2	181	6	37	sunleyj@parliament.uk	2022-07-26 08:59:22 +00:00
227	SFj2D9nj	189	6	23	sunleyj@parliament.uk	2022-07-26 08:59:30 +00:00
228	eU4y6aDl	190	6	32	sunleyj@parliament.uk	2022-07-26 08:59:36 +00:00
229	pTGqOsXZ	191	6	36	sunleyj@parliament.uk	2022-07-26 08:59:43 +00:00
230	tnATmsvH	192	6	38	sunleyj@parliament.uk	2022-07-26 08:59:53 +00:00
231	voY7pX85	202	6	12.1000003814697	sunleyj@parliament.uk	2022-07-26 09:00:00 +00:00
232	GPIJQmgZ	203	6	24	sunleyj@parliament.uk	2022-07-26 09:00:06 +00:00
233	ZkQvnQWT	217	6	23	sunleyj@parliament.uk	2022-07-26 09:00:11 +00:00
234	XHq8w5iH	218	6	32	sunleyj@parliament.uk	2022-07-26 09:00:17 +00:00
235	BIDuGdoW	219	6	36	sunleyj@parliament.uk	2022-07-26 09:00:23 +00:00
236	AdmPYe4l	220	6	34	sunleyj@parliament.uk	2022-07-26 09:00:30 +00:00
237	isgK6FKq	221	6	38	sunleyj@parliament.uk	2022-07-26 09:00:39 +00:00
238	JoX2ZE9w	224	6	12.1999998092651	sunleyj@parliament.uk	2022-07-26 09:00:53 +00:00
239	hVz7s5Po	225	6	12.6000003814697	sunleyj@parliament.uk	2022-07-26 09:01:00 +00:00
240	raN8Mbhm	226	6	12.6999998092651	sunleyj@parliament.uk	2022-07-26 09:01:07 +00:00
241	ZXRCOWSU	227	6	12.3999996185303	sunleyj@parliament.uk	2022-07-26 09:01:13 +00:00
242	vVFazWLi	229	6	42	sunleyj@parliament.uk	2022-07-26 09:01:20 +00:00
243	v8SC2E0X	246	6	8.19999980926514	sunleyj@parliament.uk	2022-07-26 09:01:28 +00:00
244	CabkSLi7	247	6	11.1000003814697	sunleyj@parliament.uk	2022-07-26 09:01:37 +00:00
245	0iLHlO0V	248	6	11.1999998092651	sunleyj@parliament.uk	2022-07-26 09:01:45 +00:00
246	Z2YQ8z3x	249	6	11.1999998092651	sunleyj@parliament.uk	2022-07-26 09:01:51 +00:00
247	PYXaj28h	250	6	11.1999998092651	sunleyj@parliament.uk	2022-07-26 09:01:58 +00:00
248	qbM6JDmO	253	6	11.1999998092651	sunleyj@parliament.uk	2022-07-26 09:57:58 +00:00
249	puKPqHIn	254	6	8.19999980926514	sunleyj@parliament.uk	2022-07-26 10:05:09 +00:00
250	wYLPXHSs	255	6	16	sunleyj@parliament.uk	2022-07-26 10:05:24 +00:00
251	AEdiduAd	256	6	20	sunleyj@parliament.uk	2022-07-26 10:05:34 +00:00
252	Yutj6jNW	257	6	20	sunleyj@parliament.uk	2022-07-26 10:05:41 +00:00
253	0jarA40E	258	6	20	sunleyj@parliament.uk	2022-07-26 10:05:49 +00:00
254	YtAwo0WE	261	6	20	sunleyj@parliament.uk	2022-07-26 10:05:58 +00:00
255	wuooRvf8	262	6	22	sunleyj@parliament.uk	2022-07-26 10:06:05 +00:00
256	vMLjCUU9	263	6	22	sunleyj@parliament.uk	2022-07-26 10:06:13 +00:00
257	lWKzZvqt	265	6	8	sunleyj@parliament.uk	2022-07-26 10:06:18 +00:00
258	AnEotKpW	266	6	9	sunleyj@parliament.uk	2022-07-26 10:08:48 +00:00
259	vi4t0BrI	267	6	8.30000019073486	sunleyj@parliament.uk	2022-07-26 10:08:54 +00:00
260	xVYCJmTF	268	6	9.10000038146973	sunleyj@parliament.uk	2022-07-26 10:09:00 +00:00
261	e72J0ERO	269	6	9.30000019073486	sunleyj@parliament.uk	2022-07-26 10:09:06 +00:00
262	wF2RYRwb	270	6	9.19999980926514	sunleyj@parliament.uk	2022-07-26 10:09:12 +00:00
263	9Ch4ZkF8	271	6	9.19999980926514	sunleyj@parliament.uk	2022-07-26 10:09:26 +00:00
264	Iph3ZxD1	272	6	9.19999980926514	sunleyj@parliament.uk	2022-07-26 10:09:32 +00:00
265	jm1jt4yw	273	6	9.19999980926514	sunleyj@parliament.uk	2022-07-26 10:09:38 +00:00
266	riT7T94c	274	6	12.1199998855591	sunleyj@parliament.uk	2022-07-26 10:09:44 +00:00
267	OTWpbqyA	275	6	12.8000001907349	sunleyj@parliament.uk	2022-07-26 10:09:51 +00:00
268	sLkIbxOG	276	6	12.5	sunleyj@parliament.uk	2022-07-26 10:09:59 +00:00
269	GZLsuVxH	278	6	5	sunleyj@parliament.uk	2022-07-26 10:10:05 +00:00
270	nEIHuRt9	279	6	11	sunleyj@parliament.uk	2022-07-26 10:10:10 +00:00
271	YhfQOqMv	280	6	10	sunleyj@parliament.uk	2022-07-26 10:10:17 +00:00
272	5lD6sCjJ	545	6	13.1999998092651	sunleyj@parliament.uk	2022-07-26 10:10:23 +00:00
273	qDJtqWFW	546	6	13	sunleyj@parliament.uk	2022-07-26 10:10:32 +00:00
274	rBy7WWs8	547	6	13.1000003814697	sunleyj@parliament.uk	2022-07-26 10:10:38 +00:00
275	k6fJOfXZ	548	6	13.3000001907349	sunleyj@parliament.uk	2022-07-26 10:10:47 +00:00
276	U8teZoz4	549	6	13.3000001907349	sunleyj@parliament.uk	2022-07-26 10:10:53 +00:00
277	skhKAsER	550	6	13.3999996185303	sunleyj@parliament.uk	2022-07-26 10:11:00 +00:00
278	p22t53XA	1064	6	20	sunleyj@parliament.uk	2022-07-26 10:11:06 +00:00
279	N7SpbHdq	1065	6	21	sunleyj@parliament.uk	2022-07-26 10:11:13 +00:00
280	cY8KEHjB	1066	6	23	sunleyj@parliament.uk	2022-07-26 10:11:20 +00:00
281	tH4cgZbK	1067	6	41	sunleyj@parliament.uk	2022-07-26 10:11:26 +00:00
282	TsTobevH	1068	6	32	sunleyj@parliament.uk	2022-07-26 10:11:36 +00:00
283	uGA2ZWG9	1069	6	34	sunleyj@parliament.uk	2022-07-26 10:11:42 +00:00
